,name,street_address,city,state,latitude,longitude,store_id
4161,Bainbridge Supercenter,500 E Alice St,Bainbridge,GA,30.889931,-84.571098,9e1afd2e-9a27-4f27-8655-2649036b698f
4162,Las Vegas Neighborhood Market,6570 E Lake Mead Blvd,Las Vegas,NV,36.196501,-115.029009,90e86c88-3bf1-46fb-8e7a-d7702ca07560
4163,Chicago Supercenter,4650 W North Ave,Chicago,IL,41.911684,-87.742835,e1eabc51-bd61-4128-be79-562dd09ab4c3
4164,Eagle Point Supercenter,11500 Hannon Rd,Eagle Point,OR,42.4691915,-122.8138922,03952d8a-ea7a-4290-92c5-9773a399a1d5
4165,San Jacinto Supercenter,1861 S San Jacinto Ave,San Jacinto,CA,33.767907,-116.95555,bd8b7e76-8117-4ffa-942e-0d2bcce463da
4166,St. Peters Neighborhood Market,3031 Mid Rivers Mall Drive,St. Peters,MO,38.774005,-90.626038,e90df4ee-7f8d-4a4d-b6bc-d2fb23bde93f
4167,Fremont Store,40580 Albrae St,Fremont,CA,37.520242,-121.985626,457f9fcb-77d7-425f-a35f-80da5b8f94e4
4168,Surprise Supercenter,14111 N Prasada Gateway Ave,Surprise,AZ,33.612439,-112.420708,aedeb55a-e15c-4197-94ca-e1d0babdf0b0
4169,Albuquerque Supercenter,3500 Coors Blvd Sw,Albuquerque,NM,35.02609,-106.710858,71c637c2-d45e-4ec6-8986-4a5665a6e6e1
4170,New Richmond Supercenter,250 Richmond Way,New Richmond,WI,45.099222,-92.54036,fa8ea9e6-5ab4-44e8-a561-827673229426
4171,Hot Springs Village Supercenter,3604 N Highway 7,Hot Springs Village,AR,34.632394,-93.055836,2832fbf3-5319-49ae-8bf6-b1b21554b570
4172,San Leandro Store,15555 Hesperian Blvd,San Leandro,CA,37.688248,-122.131586,03286d77-51ae-4fa6-86e8-3617320f04ee
4173,San Jose Supercenter,777 Story Rd,San Jose,CA,37.331034,-121.860387,8e32e3bf-5de6-4c71-a2ed-8199da6a25b7
4174,Saint Paul Store,1450 University Ave W,Saint Paul,MN,44.954886,-93.161045,60b552a7-4199-4523-a45e-74192b3e5cb8
4175,New Haven Supercenter,315 Foxon Blvd,New Haven,CT,41.320072,-72.876921,42928f53-ad32-412d-a719-0acedef540c5
4176,Happy Valley Store,10000 Se 82nd Ave,Happy Valley,OR,45.450517,-122.575448,34372f9c-dd6e-47d5-b271-9739d7b84484
4177,New Berlin Supercenter,15205 West Greenfield Avenue,New Berlin,WI,43.0145098,-88.1041709,450bebb6-cce7-4de5-97ea-0b84fff51f12
4178,Topeka Supercenter,2600 Nw Rochester Rd,Topeka,KS,39.093858,-95.671781,f95adac2-3814-47fa-abd1-f984caad763d
4179,Addison Supercenter,1050 N Rohlwing Rd,Addison,IL,41.949795,-88.033948,a835db15-1f0a-43a6-b540-9c3d4a0d088a
4180,Mesa Supercenter,1710 S Greenfield Rd,Mesa,AZ,33.384526,-111.739644,593b64db-9c60-4d9f-9771-90db0a7ff470
4181,Ironwood Supercenter,10305 Country Club Road,Ironwood,MI,46.470308,-90.127186,605a9aee-2447-490d-a28e-7a25f2b03c4e
4182,Erie Supercenter,2711 Elm St,Erie,PA,42.122991,-80.041162,8d339252-6bcf-4125-8e82-b6885ed0ca44
4183,Indianapolis Supercenter,4650 S Emerson Ave,Indianapolis,IN,39.699603,-86.085461,0413c5a7-94e6-4a3d-a9a0-86ee0cd545f6
4184,Kearny Supercenter,150 Harrison Ave,Kearny,NJ,40.7477247,-74.1374739,ab0af5c1-5021-4f74-965c-67ae31fd8009
4185,Waynesburg Supercenter,405 Murtha Dr,Waynesburg,PA,39.8939064,-80.126499,5fcd2668-5d92-4a90-ad31-1715f8de9280
4186,Missouri City Supercenter,9929 Hwy 6,Missouri City,TX,29.536603,-95.516725,cc204234-64f4-43ab-9e4b-bbdf286825c7
4187,Raynham Supercenter,160 Broadway,Raynham,MA,41.935116,-71.08582,3ea49762-dbd6-4be6-b5c7-b133458062b7
4188,Cape Coral Neighborhood Market,3920 Skyline Blvd,Cape Coral,FL,26.578921,-81.991899,decad909-82b6-4b5b-b847-2d064b2269e3
4189,North East Supercenter,75 North East Plz,North East,MD,39.610029,-75.951518,d6001714-616a-4222-b859-472589cb36ea
4190,Evansville Neighborhood Market,2500 N. First Avenue,Evansville,IN,38.002606,-87.575764,60bc2008-5d39-4d92-8a22-f4c110819433
4191,Wilmington Store,1251 Centerville Rd,Wilmington,DE,39.733863,-75.618399,e7118543-eb85-4a38-88e3-a2c633726f28
4192,Cape Coral Neighborhood Market,505 Sw Pine Island Rd,Cape Coral,FL,26.649591,-81.984658,17db543f-b157-412e-bb25-54e400061bef
4193,Portland Supercenter,2000 Us Highway 181,Portland,TX,27.8943892,-97.3054748,89e96969-b1c6-4da9-b8d7-741742a7d3d8
4194,Delta Supercenter,37 Stafford Ln,Delta,CO,38.749201,-108.05413,152ecbc9-00c8-4b6d-885e-83737069fcc9
4195,Vancouver Supercenter,14505 Ne Fourth Plain Blvd,Vancouver,WA,45.6695255,-122.5233909,f49aab43-723b-4f82-a8a1-794184e4310a
4196,Vancouver Supercenter,430 Se 192nd Ave,Vancouver,WA,45.61835,-122.47981,0d092f02-a223-4964-9647-9dc22b2f89ad
4197,Palm Bay Supercenter,1040 Malabar Rd Se,Palm Bay,FL,27.996642,-80.641827,ec8f1e8b-a9bf-4990-b6cb-11ec6f530afa
4198,Hartford Supercenter,1220 Theil St,Hartford,WI,43.325168,-88.400548,b37e7194-8868-465a-b1f1-e8b6198dd642
4199,Thibodaux Neighborhood Market,224 W Main St,Thibodaux,LA,29.774315,-90.818157,700c751e-9b8e-4e78-ae47-ff64901ba004
4200,Morristown Neighborhood Market,1997 Buffalo Trail,Morristown,TN,36.236942,-83.282483,b07dbbfa-6f7e-439e-963d-222e43c2f26d
4201,Grove City Supercenter,1693 Stringtown Rd,Grove City,OH,39.87524,-83.042617,780b9dda-1ff2-4310-b6e8-23c14b72aff3
4202,Morristown Neighborhood Market,1757 W Andrew Johnson Hwy,Morristown,TN,36.206597,-83.316028,dc4eab99-b3c2-45f1-8952-3c4282febdd2
4203,Huntingdon Supercenter,6716 Towne Center Blvd,Huntingdon,PA,40.490717,-78.044292,40ce2aea-c82d-4a66-9f2f-c007dc89cd8c
4204,Mansfield Supercenter,2485 Possum Run Rd,Mansfield,OH,40.6917441,-82.5079544,30b9aef0-267d-4ecb-b523-0e229a42f3c7
4205,Saline Supercenter,7000 E Michigan Ave,Saline,MI,42.188782,-83.734855,b318fc96-8e7a-4918-9402-69b4c24a764e
4206,Jefferson City Supercenter,401 Supercenter Dr,Jefferson City,MO,38.54105,-92.118674,7b799adb-0f6e-464f-8bae-2e1aae6c812f
4207,Woodbury Supercenter,820 Cooper St,Woodbury,NJ,39.832615,-75.129193,91c7703a-e57a-4a81-8e6e-86ccb4f3e263
4208,Pflugerville Supercenter,1548 Fm 685,Pflugerville,TX,30.453633,-97.607004,1ad53d78-20e1-438b-b0d3-293965948341
4209,Round Rock Supercenter,4700 E Palm Valley Blvd,Round Rock,TX,30.533879,-97.611333,a09dab5e-996d-4cb3-a452-eddc7e0d5cf5
4210,Greenwood Supercenter,882 S. State Road 135,Greenwood,IN,39.602599,-86.162378,1ced3d98-f818-4771-92b6-6fb76dd19399
4211,Country Club Hills Supercenter,4005 167th St,Country Club Hills,IL,41.583497,-87.716127,8a6b29b7-f984-49a6-9325-9f12c5892519
4212,Charlotte Supercenter,9820 Callabridge Ct,Charlotte,NC,35.329535,-80.945755,c8d34405-be8e-4425-9463-be4fa3bbd459
4213,Eatonton Supercenter,201 Walmart Dr,Eatonton,GA,33.295546,-83.388909,dc4dd08a-060b-419a-af9f-ed8f8af7bb5f
4214,Evergreen Park Supercenter,2500 W 95th St,Evergreen Park,IL,41.7218,-87.6862,c91fd1ba-1702-43b7-b33f-8624b7f238fa
4215,Travelers Rest Supercenter,9 Benton Rd,Travelers Rest,SC,34.960433,-82.430889,11e50a1a-c043-42e5-9e99-d12a2e4c2524
4216,Norfolk Supercenter,7530 Tidewater Dr,Norfolk,VA,36.912636,-76.25201,5c2b461b-6b16-44f1-8ae7-e9329a7e2dca
4217,Pembroke Supercenter,930 Highway 711 East,Pembroke,NC,34.670137,-79.183835,31e10709-e9db-4fde-80bc-437f067d7a21
4218,San Antonio Neighborhood Market,9005 Fm 1560 N,San Antonio,TX,29.525407,-98.719493,378f8857-a2d3-4f18-83d9-0f9ddf573d2b
4219,Albuquerque Supercenter,2266 Wyoming Blvd Ne,Albuquerque,NM,35.1068343,-106.5485899,dddb989c-a28a-4a17-b516-547ea10db752
4220,Idaho Falls Supercenter,500 S Utah Ave,Idaho Falls,ID,43.492974,-112.05255,ded846ea-8c6e-40fb-b8f4-cd81140dd709
4221,Socorro Supercenter,700 6th St N,Socorro,NM,34.0649845,-106.8895603,b78caca3-d82e-4d22-98cc-e7700d6aba6a
4222,Evans Mills Supercenter,25737 Us Route #11,Evans Mills,NY,44.040509,-75.844512,49214a24-bff1-435c-98f2-65192387b52e
4223,Glenolden Store,50 N Macdade Blvd,Glenolden,PA,39.907201,-75.292055,6a3cf9ef-c1d8-4bc6-a473-c12c51ebb2d0
4224,Hanover Supercenter,1881 Baltimore Pike,Hanover,PA,39.760843,-76.962003,73971861-7265-4b94-8539-ca320f57c591
4225,Milford Supercenter,201 Chamber Dr,Milford,OH,39.159269,-84.280172,449f7c78-a3cb-4111-84bd-bc7a55f1fc45
4226,Lowville Supercenter,7155 E State St # 12south,Lowville,NY,43.7736414,-75.478088,5625b010-79b5-4d2a-9d62-ec91ed995e6e
4227,Huntington Beach Neighborhood Market,21132 Beach Blvd,Huntington Beach,CA,33.6555402,-117.9870451,294af61c-f150-4391-ac12-d29d28aa22a6
4228,Rancho Santa Margarita Neighborhood Market,30491 Avenida De Las Flores,Rancho Santa Margarita,CA,33.640786,-117.601392,1cad7cc7-1a66-41b4-8eae-0d92f23f5078
4229,Carson Neighborhood Market,20226 Avalon Blvd.,Carson,CA,33.8483863,-118.2634793,2c5a6a39-8d66-4df7-9c40-92f6a3ee2f3c
4230,Downey Neighborhood Market,12270 Paramount Blvd,Downey,CA,33.928185,-118.147756,c076c497-a0c6-44b3-a275-d70b19d0c2d2
4231,Hawthorne Neighborhood Market,14441 Inglewood Ave,Hawthorne,CA,33.900143,-118.362426,2725f680-4445-4281-a295-b929d40919c0
4232,Panorama City Neighborhood Market,14530 Nordhoff St,Panorama City,CA,34.2344724,-118.4486726,e4073a3c-37d8-4cc8-bbdb-28cea8ebac92
4233,Woodland Neighborhood Market,1250 E Gibson Road,Woodland,CA,38.661335,-121.763685,25ef5af1-43c1-4932-9b00-74579b9de296
4234,Vallejo Neighborhood Market,501 Sereno Dr,Vallejo,CA,38.126511,-122.254376,1d03e002-c9a2-4749-8ca4-5301cabb1601
4235,Vacaville Neighborhood Market,941 Alamo Dr.,Vacaville,CA,38.344678,-121.995845,9b52c910-f4ac-4bfb-95b2-b6c09bd690a7
4236,San Ramon Neighborhood Market,9100 Alcosta Blvd,San Ramon,CA,37.729313,-121.929191,1081bd17-d696-4276-91c7-f6333cdb0b87
4237,Pleasanton Neighborhood Market,3112 Santa Rita Rd.,Pleasanton,CA,37.689975,-121.876915,a66e49fb-d656-4429-b947-1f3b2ea5bc65
4238,Arlington Neighborhood Market,2121 N Collins St,Arlington,TX,32.768129,-97.095414,e790f14b-78a8-4a3f-b70f-a604680d4b7c
4239,Houston Supercenter,2391 S Wayside Dr,Houston,TX,29.7162189,-95.3129339,c5647cd6-420e-4012-ab64-d8a8e78d6401
4240,Colleyville Neighborhood Market,4904 Colleyville Blvd,Colleyville,TX,32.882306,-97.15712,c41b0886-0408-4bf3-8777-ea34078ee375
4241,Hialeah Gardens Neighborhood Market,11800 Hialeah Gardens Blvd,Hialeah Gardens,FL,25.881034,-80.352333,0daf4126-925b-4615-b455-f516dc3d3d26
4242,Nashville Supercenter,2421 Powell Ave,Nashville,TN,36.11089,-86.769361,ab2ac561-a39f-4096-a8ca-1a20faad0965
4243,Riverview Neighborhood Market,10863 Bloomingdale Ave,Riverview,FL,27.891813,-82.319775,354dd486-b143-4b23-bf9b-bc1ace7435d0
4244,Chicago Supercenter,4626 W Diversey Ave,Chicago,IL,41.9347406,-87.7429913,2f907648-8c6c-4887-8bd5-59618781a46c
4245,Gulf Breeze Neighborhood Market,334 Gulf Breeze Pkwy,Gulf Breeze,FL,30.3654145,-87.168541,3a9362b4-430e-4932-bc75-0c0709fba003
4246,Farmers Branch Neighborhood Market,13100 Josey Ln,Farmers Branch,TX,32.923531,-96.880021,dd3cb5de-ca74-4738-a60e-ad65cdbe3acb
4247,Brooklyn Center Supercenter,1200 Shingle Creek Crossing,Brooklyn Center,MN,45.0563683,-93.3162617,54cae230-50b9-4199-93ac-39fb0d874e2a
4248,Gresham Neighborhood Market,3900 W Powell Blvd,Gresham,OR,45.488794,-122.47217,87e74d18-6a4c-4a52-8ae3-e389407ef442
4249,Monroe Supercenter,19191 N Kelsey Street,Monroe,WA,47.865754,-121.972124,c4d3d995-0ab2-4c7b-9ffc-23592daf510a
4250,Eureka Store,3300 Broadway Bayshore Mall,Eureka,CA,40.780681,-124.190507,c7942f72-218a-4003-bec4-014c51bf3027
4251,Fresno Supercenter,1804 East Ashlan Avenue,Fresno,CA,36.79259,-119.789216,c3111a1e-8cc5-42a3-9a21-82814cbb9e82
4252,Clovis Neighborhood Market,1830 Shaw Ave,Clovis,CA,36.807126,-119.680832,dc71a78f-b955-4f50-8ddf-abd11d66d000
4253,Tucson Supercenter,1260 East Tucson Marketplace Blvd,Tucson,AZ,32.185694,-110.953398,01a036ef-d97b-4780-bd56-880554fd38b4
4254,Fresno Neighborhood Market,6855 N Willow Ave,Fresno,CA,36.836316,-119.731113,7e20ccb5-bbae-4d1e-b21e-746978024f7a
4255,Visalia Neighborhood Market,1320 N Demaree St,Visalia,CA,36.341376,-119.329685,9eaab0df-02c6-44c2-b812-2e63ba26f83e
4256,Oceanside Neighborhood Market,1046 Mission Avenue,Oceanside,CA,33.200034,-117.374942,d5fd3043-a560-42f3-994c-d6d90221814a
4257,San Diego Neighborhood Market,2121 Imperial Avenue,San Diego,CA,32.705735,-117.144421,1d581440-7423-4958-9a88-ebf2b8c8aadf
4258,Garden Grove Neighborhood Market,10912 Katella Avenue,Garden Grove,CA,33.800975,-117.94235,a51848fb-a0fc-4507-95e4-ee14cefa44b4
4259,Oxnard Neighborhood Market,421 W Esplanade Dr,Oxnard,CA,34.237006,-119.178825,b2502de8-0f63-4eb6-8c78-d33e621dcc30
4260,La Habra Supercenter,1000 E Imperial Hwy,La Habra,CA,33.916159,-117.934851,e365ace5-e0d9-47f4-88ff-989d24bf6f5b
4261,Irvine Supercenter,"16555 Von Karman Ave, Ste A",Irvine,CA,33.698789,-117.835671,3deacc22-77b8-4034-b9a7-d1b2cf444354
4262,Anaheim Neighborhood Market,1120 S Anaheim Blvd,Anaheim,CA,33.819473,-117.908042,d0f9b91f-cec1-41be-a672-2b00ce86d88f
4263,Warrington Supercenter,299 Valley Gate Drive,Warrington,PA,40.220279,-75.138469,6200351a-cf49-48e1-a961-bbe719cb8ed4
4264,Chicago Neighborhood Market,2551 W Cermak Rd,Chicago,IL,41.8505531,-87.6899892,87517bb5-fb2d-494e-a0d8-9d5da4598e39
4265,Orange Beach Neighborhood Market,25241 Perdido Beach Blvd Ste W,Orange Beach,AL,30.269264,-87.594308,812b4fc1-8361-4c4b-9a1f-4154a2d4bf24
4266,Chicago Neighborhood Market,2844 N Broadway St,Chicago,IL,41.934104,-87.644651,386fc404-580c-4bd4-94e4-8d09483d785f
4267,Plano Neighborhood Market,3100 Custer Rd,Plano,TX,33.03951,-96.731359,541ac059-8714-4ae5-a869-f79c2474513b
4268,Santa Maria Neighborhood Market,2240 S Bradley Rd,Santa Maria,CA,34.9198793,-120.4191493,f0f4012c-7176-454f-a130-e322aa2db766
4269,Santa Maria Neighborhood Market,500 S Blosser Rd,Santa Maria,CA,34.948143,-120.4527076,70eadc13-088d-4509-8894-697b07a90218
4270,La Mirada Neighborhood Market,14865 Telegraph Road,La Mirada,CA,33.918651,-118.013542,ea45967b-5bd1-4eaf-a1aa-539e82df34f8
4271,Jurupa Valley Neighborhood Market,8844 Limonite Avenue,Jurupa Valley,CA,33.974237,-117.4768763,051606de-533c-4162-8d27-4ccc3107d42f
4272,Tampa Neighborhood Market,3671 W Hillsborough Ave,Tampa,FL,27.997309,-82.503047,88eb868c-48c6-4849-a794-5ae05f243814
4273,Camarillo Neighborhood Market,275 West Ventura Blvd,Camarillo,CA,34.217292,-119.074618,ce325817-47d7-4fb0-808e-048914485308
4274,South Milwaukee Supercenter,222 N Chicago Ave,South Milwaukee,WI,42.9277293,-87.8627046,45304b2f-aeaa-4d8a-8a6a-0426846d57ef
4275,Greendale Supercenter,5301 S. 76th St,Greendale,WI,42.947878,-88.011026,dd86496a-feea-4537-9a2f-daa27d292d94
4276,Clearwater Neighborhood Market,2171 Gulf To Bay Blvd. Building #10,Clearwater,FL,27.959261,-82.748295,645430b2-fd9c-4c07-ad16-73be7c27a685
4277,West Milwaukee Supercenter,4140 W Greenfield Ave,West Milwaukee,WI,43.018406,-87.965695,a92b5966-044d-45b2-a305-b5d956e0b2f1
4278,Lucas Supercenter,2662 W Lucas Rd,Lucas,TX,33.088533,-96.618387,917de7c8-6ada-4e12-89a5-97dfc3c9c31c
4279,Homestead Supercenter,13600 Sw 288th St,Homestead,FL,25.49688,-80.411158,bab00e9d-0802-41e3-90c4-35f15c19021e
4280,Sachse Supercenter,8015 Woodbridge Parkway,Sachse,TX,32.9915989,-96.5744519,1f1f6641-6f97-4e83-998f-25cf794cef1f
4281,Albuquerque Neighborhood Market,11001 Menaul Blvd Ne,Albuquerque,NM,35.109522,-106.517784,8c901177-4601-4bb5-ba16-f9b0c22053a4
4282,Denver Supercenter,2770 W Evans Ave,Denver,CO,39.67762,-105.021464,11bdebdd-f3f3-4617-89dd-b2a1bbb7b808
4283,Lynnwood Neighborhood Market,17222 Highway 99,Lynnwood,WA,47.842328,-122.299477,8490f8c9-785b-47f0-9f8f-8aca085c8277
4284,Elk Grove Neighborhood Market,8455 Elk Grove Blvd,Elk Grove,CA,38.410207,-121.39202,c5ace2c0-4cf5-4084-b947-11c7ea9f5e80
4285,Irvine Supercenter,71 Technology Dr,Irvine,CA,33.6569282,-117.7417489,04c5add9-895b-4d72-953e-9deecb794d30
4286,La Mesa Neighborhood Market,8810 Grossmont Blvd,La Mesa,CA,32.7751045,-117.0077239,bbf5f612-7c78-47fb-8de3-e856809f3c36
4287,Burbank Supercenter,1301 N Victory Pl,Burbank,CA,34.188222,-118.32521,d01c94d3-e031-40f5-a866-428b2d4c00a3
4288,Palmdale Neighborhood Market,3875 Rancho Vista Boulevard,Palmdale,CA,34.6141616,-118.2000966,49a96c26-d665-4005-b0f0-72fe1a011c1d
4289,Upland Neighborhood Market,1445 East Foothill Blvd,Upland,CA,34.108471,-117.62971,349af827-0fff-407a-868a-a8de16e99398
4290,Springfield Neighborhood Market,1320 S Glenstone Ave,Springfield,MO,37.189958,-93.260852,eed0a18f-e7aa-49f0-95cd-6608a49c93d5
4291,Springfield Neighborhood Market,3150 W Republic Rd,Springfield,MO,37.137067,-93.343274,0cbe3620-200d-4fce-a656-0296456853ba
4292,Tyler Neighborhood Market,2151 Frankston Highway,Tyler,TX,32.326622,-95.316745,805ad864-b980-458b-a78b-7e68d1318545
4293,Kerman Supercenter,14061 W. Whitesbridge Avenue,Kerman,CA,36.732679,-120.044129,e6a9051a-bb3a-4e1b-afa5-24b3e724b3fc
4294,Milwaukee Neighborhood Market,7025 W Main St,Milwaukee,WI,43.025452,-88.001714,efb460fa-e8ea-4bac-a5ba-fcc8770db5c4
4295,Lubbock Neighborhood Market,9809 University Ave,Lubbock,TX,33.504484,-101.868925,f4adc279-0472-4e51-9ca9-da12fc6eaa78
4296,Madison Supercenter,8580 Hwy 72 W,Madison,AL,34.751165,-86.773547,5f3a6be4-eb8c-4f43-9689-51bb515128e0
4297,Port St. Lucie Neighborhood Market,3045 Sw Port St Lucie Blvd,Port St. Lucie,FL,27.252581,-80.375096,47e58c21-64af-4063-a037-105e2c2c9564
4298,Garden City Beach Supercenter,545 Garden City Connector,Garden City Beach,SC,33.588182,-79.011671,d690fff0-2d55-4b47-90f5-5db48041e22d
4299,Little Rock Supercenter,700 Bowman Rd,Little Rock,AR,34.748243,-92.410566,9f5f2d4f-78b8-4154-af5e-84fb90a9b7d7
4300,Locust Grove Supercenter,4949 Bill Gardner Pkwy,Locust Grove,GA,33.358138,-84.120553,aaa9dcb6-bb51-4b4e-9b1b-bd12515e81d7
4301,Mount Pleasant Neighborhood Market,5625 Washington Ave,Mount Pleasant,WI,42.718293,-87.848618,f84f36f3-57e1-44c3-a4dd-6a59eb25b407
4302,Laredo Supercenter,2615 Ne Bob Bullock Loop,Laredo,TX,27.610824,-99.462361,bc9aa439-6b00-427e-a431-add1fadcd158
4303,Modesto Supercenter,3848 Mchenry Ave,Modesto,CA,37.694458,-120.99185,0c7d8981-4a30-4eff-a016-23f285ac72a6
4304,Cross Roads Supercenter,11700 Us Highway 380,Cross Roads,TX,33.228007,-96.984024,3ae77e83-02a9-4460-a210-e35718a6ab9f
4305,Abilene Neighborhood Market,1619 Ambler Avenue,Abilene,TX,32.473542,-99.738532,e567dc8d-8ffc-40ee-90c0-b7c74ee78afa
4306,Huntsville Neighborhood Market,9020 Bailey Cove Rd Se,Huntsville,AL,34.647258,-86.541605,be874065-c604-4f08-9fd0-a46f8f6da108
4307,Alamogordo Neighborhood Market,2401 Indian Wells Road,Alamogordo,NM,32.916186,-105.930871,1b7d1f49-27a2-4fba-88c6-947eb7e04110
4308,Tucson Neighborhood Market,831 E Fort Lowell Road,Tucson,AZ,32.265554,-110.958581,8ccf45f0-9ddb-4f5c-bbff-d87ea402cbdf
4309,Harvey Neighborhood Market,3265 Manhattan Blvd,Harvey,LA,29.861688,-90.045013,ff806f5d-4ae8-49b0-8856-09053d62723f
4310,Locust Grove Supercenter,2533 Germanna Hwy,Locust Grove,VA,38.371732,-77.767965,fb81b987-6d27-44d7-b3e0-8129668e4718
4311,Newburgh Supercenter,8599 High Pointe Dr,Newburgh,IN,37.978619,-87.407594,9f9d8561-d40e-40a8-a548-c3e7f7d34e04
4312,Bradenton Supercenter,5810 Ranch Lake Blvd,Bradenton,FL,27.436805,-82.457053,bbd93336-b603-45f9-996f-57072878da2f
4313,Johnson City Supercenter,2 Gannett Dr,Johnson City,NY,42.115453,-75.946979,9b685808-ac71-4f22-ad6b-de1ae52da399
4314,Kingsport Neighborhood Market,750 Lynn Garden Dr,Kingsport,TN,36.562992,-82.5678626,c68ef81c-f035-4bb6-822e-c69f953f4058
4315,Grovetown Supercenter,5010 Steiner Way,Grovetown,GA,33.481819,-82.195931,66ed0bb0-c658-4d4b-8943-9d8dcceb76a2
4316,Springdale Neighborhood Market,3553 E Robinson Ave,Springdale,AR,36.164109,-94.091657,f0934650-63c5-4e6e-9375-bbefa8b85d4d
4317,Mobile Neighborhood Market,2570 Government Blvd,Mobile,AL,30.669712,-88.105083,79d06c1f-84df-4217-9053-296226187e58
4318,Fayetteville Neighborhood Market,3475 W Black Forest Drive,Fayetteville,AR,36.076341,-94.210117,86a46a68-e6a6-4732-bc92-37b383e4bedf
4319,Orlando Neighborhood Market,9047 Curry Ford Road,Orlando,FL,28.511222,-81.258634,14423709-37e4-49fc-ab9b-584798309f5d
4320,Theodore Neighborhood Market,7320 Theodore Dawes Rd,Theodore,AL,30.563659,-88.213981,15db227c-08a4-41f1-a402-69205ee89e91
4321,Garner Supercenter,5141 Nc Highway 42 W,Garner,NC,35.608001,-78.555405,fa6a6f66-b249-4dab-8ab7-3375bb471d7d
4322,Madison Pickup only,7520 U.s. Highway 72 West,Madison,AL,34.756417,-86.730166,8e520ace-8363-4185-a4ac-e544df083f8e
4323,Lake Wylie Supercenter,175 Highway 274,Lake Wylie,SC,35.121701,-81.085064,595079a1-046b-4301-bcea-00a4b9b34a5a
4324,Locust Supercenter,1876 Main St W,Locust,NC,35.25656,-80.456989,b2bdb661-be84-46f7-ba37-bfc605ba14a9
4325,Salinas Supercenter,1375 N Davis Rd.,Salinas,CA,36.705873,-121.668832,d74fcef2-1a53-4ecc-9b55-fb66e3dd559b
4326,Grimes Supercenter,2150 E 1st St,Grimes,IA,41.685697,-93.771302,5cde6e6b-802a-48de-ab91-599dd0d51a6d
4327,Garfield Supercenter,174 Passaic St,Garfield,NJ,40.866688,-74.100931,353485da-0c03-4980-80a3-31ebd6301b49
4328,Williamsburg Neighborhood Market,4670 Casey Blvd,Williamsburg,VA,37.275572,-76.751268,475597f1-95c1-44ac-9fad-f38c70e4ad51
4329,Norfolk Neighborhood Market,1720 E Little Creek Rd,Norfolk,VA,36.918347,-76.22817,a1f0eb70-1f61-4f8d-8b76-81ddf5d12292
4330,Tampa Neighborhood Market,1601 W Kennedy Blvd,Tampa,FL,27.94564,-82.476191,0edcdabf-e9cf-435a-9aaf-3f9c5907bdc6
4331,Canton Supercenter,45555 Michigan Ave,Canton,MI,42.268866,-83.488859,b7b61845-27ed-4de5-ae94-8cd68ac9abf0
4332,Greenacres Neighborhood Market,3911 S Jog Rd,Greenacres,FL,26.621377,-80.147642,d8103762-da7d-432d-835d-ea83c2c82f40
4333,South Jordan Supercenter,3590 W. South Jordan Pkwy,South Jordan,UT,40.563103,-111.9752,9a8f0db7-c899-4f06-a741-d5e8260fca31
4334,Fishers Neighborhood Market,9354 Ambleside Drive,Fishers,IN,39.981027,-86.001577,7ec75c31-4e63-45be-9851-b8c316be483e
4335,Morgan Hill Supercenter,170 Cochrane Plz,Morgan Hill,CA,37.149211,-121.655172,dd917837-2152-4d76-89cf-4a22172d0761
4336,Lake Worth Neighborhood Market,6177 S Jog Rd,Lake Worth,FL,26.587507,-80.148482,70e843a9-b0e4-49ce-aa9d-e5fb392f292c
4337,Fort Worth Supercenter,2401 Avondale Haslet Road,Fort Worth,TX,32.967481,-97.411356,b920a9f0-4139-42fd-b7c5-6b68618fc7e1
4338,Dothan Neighborhood Market,3871 West Main Street,Dothan,AL,31.231526,-85.450493,72cbc3eb-aa9d-4f06-87f1-a0edf7766d6f
4339,Tempe Supercenter,800 E Southern Ave,Tempe,AZ,33.39392,-111.92791,e62c6ec5-8347-4aa0-be27-b195269f51be
4340,Pensacola Neighborhood Market,1525 E Nine Mile Road,Pensacola,FL,30.531472,-87.232322,2ab8d002-2986-43aa-97f2-29a706a00a38
4341,Alexandria Supercenter,6303 Richmond Hwy,Alexandria,VA,38.780009,-77.076589,289b780a-7453-4e1e-992b-e10583cae76f
4342,Houma Neighborhood Market,6411 W Park Ave,Houma,LA,29.623667,-90.747928,36de037f-96bc-4b86-88a9-96c027490520
4343,New Iberia Neighborhood Market,1201 Parkview Drive,New Iberia,LA,30.001069,-91.797421,0a28627c-3478-4d74-b07b-122c76fabae6
4344,Ocean Springs Neighborhood Market,6412 Washington Avenue,Ocean Springs,MS,30.434844,-88.828825,9af5171e-5cca-40bd-a5ff-a655fc3ccbf7
4345,Brooklyn Supercenter,450 Providence Road,Brooklyn,CT,41.799019,-71.913375,49f1dd44-4fda-4e7c-921e-3309e8dd8025
4346,Lecanto Supercenter,1936 N. Lecanto Hwy,Lecanto,FL,28.891252,-82.489485,317c8187-264b-4138-9e37-6dca501d58cb
4347,Chicago Supercenter,8331 S Stewart Ave,Chicago,IL,41.7402659,-87.632945,b43bb9ea-c569-4c63-8d72-9b068f29231f
4348,Las Cruces Neighborhood Market,150 N Sonoma Ranch Blvd,Las Cruces,NM,32.328121,-106.721759,91222b0f-b3e1-4b23-83c8-01fd5b797faa
